"major","specialized_major","curriculum_id","period_name","subject_name","subject_code","num_of_credit"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","221","HK 6","Quản trị server 1","COM2042","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","221","HK 6","An toàn và bảo mật thông tin","COM3022","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","221","HK 6","Quản trị server 2","COM3032","3"
"Công nghệ thông tin","Thiết kế trang Web","222","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Thiết kế trang Web","222","HK 4","Dự án 2 - Thiết kế trang Web","PRO201","2"
"Công nghệ thông tin","Thiết kế trang Web","222","HK 5","Kỹ năng làm việc","SKI2014","2"
"Công nghệ thông tin","Thiết kế trang Web","222","HK 6","Dự án tốt nghiệp - Thiết kế trang Web","PRO3012","4"
"Công nghệ thông tin","Thiết kế trang Web","222","HK 6","Hệ thống quản trị nội dung Web (Joomla)","WEB2032","3"
"Công nghệ thông tin","Thiết kế trang Web","222","HK 6","Marketing trên Internet","WEB2052","3"
"Công nghệ thông tin","Thiết kế trang Web","222","HK 6","Thiết kế web cho thiết bị di động","WEB3032","3"
"Công nghệ thông tin","Thiết kế trang Web","222","HK 6","Thiết kế Web với HTML5&CSS3","WEB3023","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 1","Lập trình Windows ","SOF201","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 1","Tiếng Anh 1.1","ENT112","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 2","Tiếng Anh 1.2 ","ENT122","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 3","Tiếng Anh 2.1","ENT212","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 3","Chính trị","VIE1013","0"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 4","Tiếng Anh 2.2 ","ENT222","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 4","Nguyên lý kế toán","ACC1013","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 5","Phần mềm miễn phí và mã nguồn mở","INF2042","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 5","Phân tích thiết kế hệ thống thông tin","INF2012","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 5","Hệ thống thông tin quản lý","INF203","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 5","Lập trình Web (ASP.NET)","SOF2022","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 5","Kỹ năng làm việc","SKI2014","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 6","An toàn và bảo mật thông tin","COM3022","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 6","Dự án tốt nghiệp - Ứng dụng Công nghệ thông tin","PRO3022","4"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 6","Quản trị server 1","COM2042","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 6","Marketing trên Internet","WEB2052","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","227","HK 6","Quản trị server 2","COM3032","3"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 1","Lập trình Web với PHP","WEB201","3"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 1","Tiếng Anh 1.1","ENT112","2"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 2","Tiếng Anh 1.2 ","ENT122","2"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 3","Chính trị","VIE1013","0"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 3","Tiếng Anh 2.1","ENT212","2"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 4","Tiếng Anh 2.2 ","ENT222","2"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 4","Dự án 2 - Thiết kế trang Web","PRO201","2"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 5","Kỹ năng làm việc","SKI2014","2"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 5","Xây dựng ứng dụng Web","WEB3012","3"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 5","Kỹ thuật trình bày nội dung Web","WEB2022","3"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 5","Phần mềm miễn phí và mã nguồn mở","INF2042","3"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 5","Phân tích thiết kế hệ thống thông tin","INF2012","3"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 6","Thiết kế web cho thiết bị di động","WEB3032","3"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 6","Hệ thống quản trị nội dung Web (Joomla)","WEB2032","3"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 6","Dự án tốt nghiệp - Thiết kế trang Web","PRO3012","4"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 6","Marketing trên Internet","WEB2052","3"
"Công nghệ thông tin","Thiết kế trang Web","228","HK 6","Thiết kế Web với HTML5&CSS3","WEB3023","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 1","Cơ sở dữ liệu","COM201","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 1","Tiếng Anh 1.1","ENT112","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 2","Tiếng Anh 1.2 ","ENT122","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 3","Chính trị","VIE1013","0"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 3","Tiếng Anh 2.1","ENT212","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 4","Nguyên lý kế toán","ACC1013","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 4","Quản trị cơ sở dữ liệu với Access","COM2052","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 4","Lập trình Windows ","SOF2012","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 4","Tiếng Anh 2.2 ","ENT222","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 4","Dự án 2 - Ứng dụng Công nghệ thông tin","PRO2022 ","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 4","Quản trị cơ sở dữ liệu với SQL Server","COM2034","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 5","Kỹ năng làm việc","SKI2014","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 5","Lập trình Web (ASP.NET)","SOF2022","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 5","Hệ thống thông tin quản lý","INF203","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 5","Phần mềm miễn phí và mã nguồn mở","INF2042","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 5","Phân tích thiết kế hệ thống thông tin","INF2012","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 6","Quản trị server 2","COM3032","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 6","An toàn và bảo mật thông tin","COM3022","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 6","Dự án tốt nghiệp - Ứng dụng Công nghệ thông tin","PRO3022","4"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 6","Quản trị server 1","COM2042","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","232","HK 6","Marketing trên Internet","WEB2052","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 1","Tiếng Anh 1.1","ENT112","2"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 2","Tiếng Anh 1.2 ","ENT122","2"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 3","Chính trị","VIE1013","0"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 3","Tiếng Anh 2.1","ENT212","2"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 4","Tiếng Anh 2.2 ","ENT222","2"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 4","Cấu trúc dữ liệu và giải thuật","COM2022","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 4","Lập trình cơ sở với JavaScript","WEB1042","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 4","Lập trình Web với PHP","WEB2012","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 4","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 4","Dự án 2  - Thiết kế trang Web","PRO2012","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 5","Kỹ thuật trình bày nội dung Web","WEB2022","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 5","Kỹ năng làm việc","SKI2014","2"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 5","Phân tích thiết kế hệ thống thông tin","INF2012","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 5","Xây dựng ứng dụng Web","WEB3012","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 5","Phần mềm miễn phí và mã nguồn mở","INF2042","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 6","Thiết kế web cho thiết bị di động","WEB3032","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 6","Hệ thống quản trị nội dung Web (Joomla)","WEB2032","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 6","Marketing trên Internet","WEB2052","3"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 6","Dự án tốt nghiệp - Thiết kế trang Web","PRO3012","4"
"Công nghệ thông tin","Thiết kế trang Web","233","HK 6","Thiết kế Web với HTML5&CSS3","WEB3023","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 1","Tiếng Anh 1.1","ENT112","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 1","Kỹ năng học tập","SKI1013","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 1","Tin học cơ sở","COM1013","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 1","Đồ họa ứng dụng (Adobe Photoshop)","MUL1012","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 1","Tin học văn phòng","COM1023","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 2","Cài đặt và bảo trì phần cứng","COM1042","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 2","Xây dựng trang Web","WEB1012","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 2","Quản trị website","WEB1022","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 2","Tiếng Anh 1.2 ","ENT122","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 2","Cài đặt và bảo trì phần mềm","COM105","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 3","Cơ sở dữ liệu","COM2012","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 3","Dự án 1 - Tin","PRO1012","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 3","Tiếng Anh 2.1","ENT212","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 3","Lập trình cơ bản","SOF1012","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 3","Thiết lập và quản trị mạng máy tính","COM1032","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 4","Phần mềm miễn phí và mã nguồn mở","INF2042","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 4","Quản trị cơ sở dữ liệu với SQL Server","COM2034","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 4","Nhập môn quản trị doanh nghiệp","BUS1012","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 4","Tiếng Anh 2.2 ","ENT222","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 4","Hệ thống thông tin quản lý","INF203","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 5","Quản trị server 2","COM3032","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 5","An toàn và bảo mật thông tin","COM3022","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 5","Điện toán đám mây","INF205","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 5","Quản trị server 1","COM2042","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 6","Thiết kế Layout trang Web","WEB1032","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 6","Marketing trên Internet","WEB2052","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 6","Kỹ năng làm việc","SKI2013","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 6","Quản lý dự án với phần mềm Agile","MOB104","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 7","Khởi sự doanh nghiệp","SYB301","3"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 7","Dự án 2 - Ứng dụng Công nghệ thông tin","PRO2024","4"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 7","Pháp luật","VIE1023","2"
"Công nghệ thông tin","Công nghệ thông tin (Ứng dụng phần mềm)","237","HK 7","Chính trị","VIE1013","0"
"Công nghệ thông tin","Thiết kế trang Web","238","HK 1","Tin học cơ sở","COM1013","3"
"Công nghệ thông tin","Thiết kế trang Web","238","HK 1","Đồ họa ứng dụng (Adobe Photoshop)","MUL1012","3"
"Công nghệ thông tin","Thiết kế trang Web","238","HK 1","Kỹ năng học tập","SKI1013","3"
"Công nghệ thông tin","Thiết kế trang Web","238","HK 1","Tiếng Anh 1.1","ENT112","2"
"Công nghệ thông tin","Thiết kế trang Web","238","HK 1","Tin học văn phòng","COM1023","3"
"Công nghệ thông tin","Thiết kế trang Web","238","HK 1","Giáo dục thể chất - Vovinam","VIE103","2"
"Công nghệ thông tin","Thiết kế trang Web","238","HK 2","Tiếng Anh 1.2 ","ENT122","2"
"Công nghệ thông tin","Thiết kế trang Web","238","HK 2","Thiết kế Layout trang Web","WEB1032","3"
"Công nghệ thông tin","Thiết kế trang Web","238","HK 2","Xây dựng trang Web","WEB1012","3"
"Công nghệ thông tin","Thiết kế trang Web","238","HK 2","Công cụ thiết kế và vẽ đồ họa (Adobe Illustrator)","MUL1022","3"
"Công nghệ thông tin","Thiết kế trang Web","238","HK 2","Quản trị website","WEB1022","3"
